pid|name|address|city|state|zip|lon|lat|chainid|psic|allsics|res_type
11883636|Sciola's Gutter Solutions|118  116th St|Tacoma|WA|98445|-122.429473|47.150825||52119908|52119908:17610101:|
11897334|Tacoma Scottish Rite Bodies|817 S Vassault St|Tacoma|WA|98465|-122.518838|47.252783||86410200|86410200:70410100:|
11897657|Scottrade|1301  A St|Tacoma|WA|98402|-122.43623|47.251427|2535|73891700|73891700:62110205:|
11916685|Seafair Sports Bar & Grill|3878  Center St|Tacoma|WA|98409|-122.487944|47.231115||58120310|58120310:58130101:58130107:|
11916730|Seafarer's International Union of North America-A and G District|3411 S Union Ave|Tacoma|WA|98409|-122.483278|47.228816||86319900|86319900:|
11939753|Sears|3500 S Meridian |Puyallup|WA|98373|-122.293369|47.164267|199|53110000|53110000:57220202:59490000:56329906:|
11940899|Stewart Datatech LTD|3008  36th St|Puyallup|WA|98374|-122.247306|47.162532||||
11944747|2nd Ave Styling Salon|206  2nd St|Puyallup|WA|98372|-122.2927|47.190826||72310000|72310000:|
1196438|Attitudes Salon|2605  6th Ave|Tacoma|WA|98406|-122.470468|47.255577||72310000|72310000:|
11978703|Gladys K Semakula DDS|9842  Gravelly Lake Dr|Lakewood|WA|98499|-122.52117|47.166906||80210101|80210101:|
11994923|Seoul Acupuncture & Herbal Center|8718 S Tacoma Way|Lakewood|WA|98499|-122.485179|47.178195||80499901|80499901:|
12018152|Seu Mi Sa Temple|227 E 72nd St|Tacoma|WA|98404|-122.427454|47.192359||86610000|86610000:|
12022619|Seventh-Day Adventist Church|1301 S Baltimore St|Tacoma|WA|98465|-122.507366|47.248572|201|86610127|86610127:|
12033431|Sgi Usa|8815  South Tacoma Way|Lakewood|WA|98499|-122.482863|47.176886||86610105|86610105:|
12033767|Sgs Distribution|505  Puyallup Ave|Tacoma|WA|98421|-122.427734|47.241138||||
12039801|Shea's Barber And Beauty|14902  Union Ave|Lakewood|WA|98498|-122.552281|47.122819||72310000|72310000:72410000:|
12040530|Shaffer F Mike|1201  Pacific Ave|Tacoma|WA|98402|-122.437538|47.252086||81110000|81110000:|
12043025|Shakbrah Java|2618  6th Ave|Tacoma|WA|98406|-122.470564|47.255303||58120000|58120000:|
12045447|Shaklee Distributor|606  Regents Blvd|Tacoma|WA|98466|-122.513222|47.237319|202|54990103|54990103:|
12049807|Shamrock Tavern|11118  Pacific Ave|Tacoma|WA|98444|-122.434721|47.155748||58130105|58130105:|
12058161|Shari's Restaurant & Pies|107  37th Ave|Puyallup|WA|98374|-122.292695|47.156779|2776|58120500|58120500:|
12060491|Sharon's Alterations|15914  94th Avenue Ct|Puyallup|WA|98375|-122.303888|47.111382||72190100|72190100:|
12062200|Gary R Shaw DDS|4103  Bridgeport Way|Tacoma|WA|98466|-122.536913|47.219357||80210101|80210101:|
12089095|Shell|2802 E Portland Ave|Tacoma|WA|98404|-122.41191|47.238122|906|55410000|55410000:|
12095627|Shepard & Associates|10828  Gravelly Lake Dr|Lakewood|WA|98499|-122.521146|47.158452||83220500|83220500:|
12104121|Sherman Homes|8111  49th Ave|Lakewood|WA|98499|-122.502334|47.182835||15219901|15219901:65310100:|
12109940|Sherwin-Williams|12314  Meridian |Puyallup|WA|98373|-122.293975|47.144312|203|52310201|52310201:52310301:|
12115157|Shilla Teriyaki|4423 S Meridian |Puyallup|WA|98373|-122.291615|47.148884||58120109|58120109:|
12115333|Shillito & Giske Ps|1919 N Pearl St|Tacoma|WA|98406|-122.515552|47.266882||81119902|81119902:|
12132874|Shop & Save|6802  19th St|Tacoma|WA|98466|-122.527588|47.242568||||
12134404|Shope Concrete|1618 E Main |Puyallup|WA|98372|-122.271625|47.189718||16110202|16110202:50320500:52110503:|
12140314|Short Stop|11025  Park Ave|Tacoma|WA|98444|-122.438986|47.156344||55419901|55419901:54110201:|
12152315|Public Storage|9815  32nd Avenue Ct|Lakewood|WA|98499|-122.476682|47.167701|183|42259903|42259903:50879907:|
12152347|Public Storage|1235 S Sprague Ave|Tacoma|WA|98405|-122.462389|47.248507|183|42259903|42259903:50879907:|
121604|A-Bell Excavating Inc|731902  Po Box |Puyallup|WA|98373|-122.3218|47.15||76990402|76990402:17949900:17110201:|
12162390|Siemreap|3602  Mckinley Ave|Tacoma|WA|98404|-122.420988|47.226223||54110000|54110000:51410000:|
12167188|Sierra Sun Apartments|12415  172nd St|Puyallup|WA|98374|-122.261928|47.098813||65310100|65310100:|
12198098|Law Office of Kirk 'Chip'mosley|901 S I St|Tacoma|WA|98405|-122.44885|47.254159||81119902|81119902:|
1220092|Austincina Architects Inc|12202  Pacific Ave|Tacoma|WA|98444|-122.4354|47.145207||87120101|87120101:89991001:|
12201360|Simmons Automotive|5601 S Proctor St|Tacoma|WA|98409|-122.488743|47.206043||75390000|75390000:55219902:75490000:75380000:|
12201556|Dean F Simmons DC|1720 S 72nd St|Tacoma|WA|98408|-122.459138|47.191424||80410101|80410101:|
12212446|Simpson Commencement Bay Mill|917 E 11th St|Tacoma|WA|98421|-122.427238|47.25512||24210000|24210000:50319904:52110100:|
12231946|Saint Francis Sisters|6602 S Alaska St|Tacoma|WA|98408|-122.460433|47.197653||||
12235571|Sivara A D Milling & Resawing|12009  Aqueduct Dr|Tacoma|WA|98445|-122.407239|47.148722||24210000|24210000:|
12237048|Six Olives|2708  6th Ave|Tacoma|WA|98406|-122.47162|47.255302||58120000|58120000:|
12238315|Sj Barrent Anc Company|221 S 28th St|Tacoma|WA|98402|-122.435909|47.236277||73890603|73890603:73890602:|
12247937|Skippers|3932 S Meridian |Puyallup|WA|98373|-122.293572|47.153599||58120000|58120000:|
12247962|Skipper's Seafood|4710  Pacific Ave|Tacoma|WA|98408|-122.434445|47.213917||58120700|58120700:54210100:|
12256376|Village At The Pointe|5702 N 33rd St|Tacoma|WA|98407|-122.51312|47.277259||65310202|65310202:|
12262216|Sled Shed|3924  River Rd|Tacoma|WA|98443|-122.375924|47.22876||76991303|76991303:55999904:|
12262648|Sleep Train Mattress Centers|101  37th Ave|Puyallup|WA|98374|-122.292762|47.156779||57120102|57120102:|
12262669|Sleep Train Mattress Centers|5700  100th St|Lakewood|WA|98499|-122.512781|47.16655||57120102|57120102:|
12272710|Small Business Tax Services Inc|3647 N Pearl St|Tacoma|WA|98407|-122.515335|47.281433||72910101|72910101:|
12274071|Small Tribes|3040  96th St|Lakewood|WA|98499|-122.475511|47.170082||91319901|91319901:|
12288057|Smith-Built Campers Canopies & RV Repair|14606  Pacific Ave|Tacoma|WA|98444|-122.43578|47.123962||75389901|75389901:76991300:55310107:|
12304521|Smith-Western Co|2223 S 80th St|Tacoma|WA|98409|-122.466521|47.185296||50990703|50990703:|
12310707|Smoke Center|2315 N Pearl St|Tacoma|WA|98406|-122.514416|47.269151||59930000|59930000:|
1231681|Auto Electric Distributing|2519  Pacific Hwy|Tacoma|WA|98424|-122.395875|47.243748||75390300|75390300:55310103:|
12343042|Eric I Sohn DDS|15  Oregon Ave|Tacoma|WA|98409|-122.465911|47.224133||80210101|80210101:|
12346954|Salon Express Tanning Salon.|6107  Mckinley Ave|Tacoma|WA|98404|-122.42056|47.201403||72990105|72990105:|
123501|A Better Theraputic Touch|6618 S L St|Tacoma|WA|98408|-122.450192|47.196125||80490200|80490200:72990201:|
12365043|Beltone Hearing Aid Center|4916  Center St|Tacoma|WA|98409|-122.503297|47.233698|26|58120109|58120109:59990903:|
12365180|Sonja Clothing for Women|2701 N 21st St|Tacoma|WA|98406|-122.471801|47.267715||56210000|56210000:|
12370674|Ld Nails & Body Wax|9602  Canyon Rd|Puyallup|WA|98373|-122.357482|47.169749||72310104|72310104:|
12382247|Sotto Voce Inc|211  171st St|Spanaway|WA|98387|-122.436078|47.101718||59470104|59470104:|
12383627|Souls Harbor Apostolic Church|10634  Yakima Ave|Tacoma|WA|98444|-122.442564|47.16028||86610101|86610101:|
12384328|Sound Built Homes|12815  Canyon Rd|Puyallup|WA|98373|-122.356598|47.13848||15219901|15219901:15420000:|
12385012|Sound Environmental Solutions Inc|731082  Po Box |Puyallup|WA|98373|-122.3218|47.15||87349900|87349900:87489905:|
12386024|Sound Options Inc|3518  6th Ave|Tacoma|WA|98406|-122.483329|47.255019||80829900|80829900:|
12386301|Sound Screening Services Inc|3012 S 47th St|Tacoma|WA|98409|-122.476078|47.2147||73610000|73610000:|
12387376|Soundcare Inc|1909  70th Ave|Tacoma|WA|98466|-122.529572|47.242088||80510000|80510000:80599904:|
12388198|Soundview 1|12809  Lincoln Ave|Lakewood|WA|98499|-122.508671|47.141196||||
12388282|Soundview Mortgage|4424  6th Ave|Tacoma|WA|98406|-122.497253|47.255071||61629900|61629900:|
12399788|South East Tacoma Community Center|1614  99th St|Tacoma|WA|98445|-122.407624|47.166565||83220601|83220601:83220103:|
12402491|Springhaven Village|9210 S Hosmer St|Tacoma|WA|98444|-122.464527|47.173351||72999901|72999901:|
12402865|South Hill Chiropractic|601  39th Ave|Puyallup|WA|98373|-122.300189|47.15519||80410101|80410101:80110202:|
12402867|South Hill Christian Church|12311  151st St|Puyallup|WA|98374|-122.265626|47.119659||86610121|86610121:86610123:|
12402870|South Hill Cleaners|17404  Meridian |Puyallup|WA|98375|-122.294235|47.09963||72160000|72160000:|
12402883|South Hill Family Counseling|12515  Meridian |Puyallup|WA|98373|-122.292298|47.142317||83220500|83220500:|
12402936|South Hill Pitstop Express|801 S Hill Park Dr|Puyallup|WA|98373|-122.303393|47.161118||58120000|58120000:|
12402937|South Hill Po-Boy & Bar-B-Q|15019  Meridian |Puyallup|WA|98375|-122.292501|47.119536||58120801|58120801:|
12402942|South Hill Rare Coins & Jewelry|15317  Meridian |Puyallup|WA|98375|-122.292539|47.116843||59990501|59990501:59450103:59440000:|
12402945|South Hill RV Sales|12414  Meridian |Puyallup|WA|98373|-122.294591|47.142837||55610000|55610000:76991300:|
12402970|South Hill Vision Clinic|12511  Meridian |Puyallup|WA|98373|-122.292507|47.142802||80420100|80420100:|
12404451|Puget Sound Christian School|1740 S 84th St|Tacoma|WA|98444|-122.459849|47.180474||82999913|82999913:83510000:82119904:|
1240885|Auto Tech Collision Center|2911 S Tacoma Way|Tacoma|WA|98409|-122.474661|47.229542||75320404|75320404:55310107:75320401:75320202:|
12410512|Tacoma South Side Seventh Day|230 S 94th St|Tacoma|WA|98444|-122.43582|47.171201||86610127|86610127:|
12411010|South Sound Dental Care|2115 S 56th St|Tacoma|WA|98409|-122.466572|47.206555||80210000|80210000:|
12411038|South Sound Painting|8818  24th Ave|Tacoma|WA|98445|-122.397684|47.17672||17219900|17219900:|
12411790|South Tacoma Auto Salon|5633 S Tacoma Way|Tacoma|WA|98409|-122.483523|47.205813||72310000|72310000:75420000:|
12411797|South Tacoma Glass Specialists|8915  Lakeview Ave|Lakewood|WA|98499|-122.490784|47.176309||55310100|55310100:|
12411802|Masonic Lodges|5405 S Puget Sound Ave|Tacoma|WA|98409|-122.482079|47.207824||86410200|86410200:70410100:|
12448774|Southridge|2700 S Meridian |Puyallup|WA|98373|-122.294532|47.165311||65310100|65310100:|
12453195|Southview Prop|9905  134th St|Puyallup|WA|98373|-122.296419|47.134933||65310100|65310100:65130000:|
12462803|Southwest Washington Electrical|3001 S 36th St|Tacoma|WA|98409|-122.475383|47.226896||86319900|86319900:|
12471545|The Old Spaghetti Factory|1735  Jefferson Ave|Tacoma|WA|98402|-122.438267|47.246306|1852|58120501|58120501:72990501:|
12472676|Spanaway Deli|16305  22nd Ave|Tacoma|WA|98445|-122.399259|47.108213||58120305|58120305:54119902:|
12472678|Spanaway Fitness Center Inc|13819  Pacific Ave|Tacoma|WA|98444|-122.433793|47.130791||79910102|79910102:50470109:|
12472680|Pacific Podiatry Group|15807  Pacific Ave|Tacoma|WA|98444|-122.434287|47.112821||80430101|80430101:|
12472685|Spin City Laundry|14914  Pacific Ave|Tacoma|WA|98444|-122.435081|47.121639||72190000|72190000:72160000:|
12472695|Spanaway United Methodist Church|135  163rd St|Spanaway|WA|98387|-122.433196|47.108783||86610120|86610120:|
12472699|Spanawayvillage Shopping Ctr|8012  56th Street Ct|University Place|WA|98467|-122.544734|47.205592||65120205|65120205:|
12473754|Spanish Hills|6409 S 12th St|Tacoma|WA|98465|-122.52411|47.250881||72999901|72999901:|
12475310|Spare Space|3030  68th Ave|Tacoma|WA|98466|-122.527467|47.232294||42259903|42259903:42260200:|
12476638|Sparkleen|506  3rd St|Puyallup|WA|98372|-122.291617|47.187852||72160000|72160000:|
12480170|Spartan Services|760  107th St|Tacoma|WA|98444|-122.442812|47.159788||17110200|17110200:76990403:|
12489787|Specialized Landscaping Inc|10524  A St|Tacoma|WA|98444|-122.432231|47.161056||07829903|07829903:07810201:|
12493348|Specialty Products Inc|2410  104th Street Ct|Lakewood|WA|98499|-122.4688|47.1625||50840000|50840000:|
12494011|Specialty Surveillance Agency|2910 N 24th St|Tacoma|WA|98406|-122.473759|47.268897||||
12494445|Specialty Wood Manufacturing|7717  Portland Ave|Tacoma|WA|98404|-122.406365|47.18677||57129902|57129902:57120201:|
12497966|Spectrum Enteprises|11910  Meridian |Puyallup|WA|98373|-122.293168|47.148305||59999908|59999908:|
12501402|Speed E Mart Iii|2519 N Stevens St|Tacoma|WA|98406|-122.49587|47.270771||54110000|54110000:|
12501599|Speedline Motorsports|8722 S Tacoma Way|Lakewood|WA|98499|-122.48518|47.178236||55610000|55610000:55310105:55110000:|
12503681|Speedway Auto Sales|10605  Canyon Rd|Puyallup|WA|98373|-122.356386|47.159628||55119901|55119901:55219902:|
1250886|15th Street Automotive|116  10th St|Puyallup|WA|98372|-122.281809|47.191285||75390000|75390000:75490101:75380000:|
12510379|Spencer's|3500 S Meridian |Puyallup|WA|98373|-122.296091|47.157829|918|59470104|59470104:|
12514171|Sphinx Janitorial & Supply Co|625  St Helens Ave|Tacoma|WA|98402|-122.442897|47.258335||73490104|73490104:|
12528184|Sporar T R Cpa/Cfp|5900  100th St|Lakewood|WA|98499|-122.516133|47.166471||87210101|87210101:72910000:|
12537912|Sprague Avenue Carwash|1211 S Sprague Ave|Tacoma|WA|98405|-122.462505|47.249541||75429900|75429900:|
12548469|The Spring Lake Cafe|616  Regents Blvd|Tacoma|WA|98466|-122.513307|47.23735||58129902|58129902:|
12549693|Springtree Apts|4810  127th Street Ct|Lakewood|WA|98499|-122.50061|47.141552||65130000|65130000:72999901:|
12554880|Spud's Pizza Parlor|7025  Pacific Ave|Tacoma|WA|98408|-122.433559|47.193099||58120600|58120600:72990501:|
12561176|Srw|4527 S Orchard St|Tacoma|WA|98466|-122.502985|47.215894||17410102|17410102:|
12569845|St Charles Borromeo|7112 S 12th St|Tacoma|WA|98465|-122.532959|47.24854||86610106|86610106:|
1257139|AutoZone|2620  Bridgeport Way|Tacoma|WA|98466|-122.53725|47.235977|20|55310103|55310103:|
12581281|St Johns Baptist Church|2001 S J St|Tacoma|WA|98405|-122.447611|47.242356||86610103|86610103:|
12585741|St Johns Lutheran Church Elca|8602  Bridgeport Way|Lakewood|WA|98499|-122.518651|47.179374||86610118|86610118:|
12591853|St Leo's Church|710 S 13th St|Tacoma|WA|98405|-122.445716|47.250384||86610106|86610106:|
12599607|St Mary's Catholic Church|757  138th St|Tacoma|WA|98444|-122.443189|47.131727||86610106|86610106:|
12604877|Greek Orthodox Church St Nicholas|1523  Yakima Ave|Tacoma|WA|98405|-122.445871|47.247871||86610116|86610116:|
12612240|St Peter's Church|2910 N Starr St|Tacoma|WA|98403|-122.463984|47.274032||86610115|86610115:|
12614565|St Rita's Church|1403 S Ainsworth Ave|Tacoma|WA|98405|-122.457944|47.24802||86610106|86610106:|
12616790|St Therese Adult Family Home|1407  Brooke Ct|Steilacoom|WA|98388|-122.585461|47.162161||83619900|83619900:|
12622723|Stadium Dental Health|2 N Tacoma Ave|Tacoma|WA|98403|-122.447304|47.264073||80210000|80210000:|
12623859|Staff PRO|2727 E D St|Tacoma|WA|98421|-122.425421|47.237113||73820000|73820000:73810100:|
12634403|Standard Auto Electric|315 S Tacoma Way|Tacoma|WA|98402|-122.436989|47.236529||75390302|75390302:|
12654485|Star Market|1433 S 56th St|Tacoma|WA|98408|-122.454364|47.206715|2736|54110200|54110200:|
12655010|Star Moving Systems|3625 S Warner St|Tacoma|WA|98409|-122.479803|47.224576||42120400|42120400:42260200:|
12660612|Starbucks|1723 S 72nd St|Tacoma|WA|98408|-122.459333|47.192179|210|54990204|54990204:54990201:58120304:58129902:|
12660631|Starbucks Coffee|601 S Pine St|Tacoma|WA|98405|-122.473323|47.255018|210|58120304|58120304:54990204:54990201:|
12660638|Starbucks|3514 S 56th St|Tacoma|WA|98409|-122.482754|47.206069|210|54990204|54990204:54990201:58120304:58129902:|
12660660|Starbucks Coffee|15805  Pacific Ave|Tacoma|WA|98444|-122.432951|47.112902|210|58120304|58120304:54990204:54990201:54110000:|
12661342|Starbucks Coffee|3830  Bridgeport Way|Tacoma|WA|98466|-122.537286|47.222837|210|58120304|58120304:54990204:54990201:|
12661350|Starbucks|1101  Pacific Ave|Tacoma|WA|98402|-122.438392|47.253254|210|54990204|54990204:54990201:58120304:58129902:|
12661355|Starbucks|4502 S Steele St|Tacoma|WA|98409|-122.468082|47.218244|210|54990204|54990204:54990201:58120304:58129902:|
12661364|Starbucks|2112 N 30th St|Tacoma|WA|98403|-122.464027|47.274632|210|54990204|54990204:54990201:58120304:58129902:|
12661393|Starbucks|2505 S 38th St|Tacoma|WA|98409|-122.470087|47.222625|210|54990204|54990204:54990201:58120304:58129902:|
12664993|Starguard|2002  99th St|Tacoma|WA|98445|-122.401993|47.16662||56990102|56990102:|
12671284|Starshader|10227  139th Street Ct|Puyallup|WA|98374|-122.291328|47.129982||50850000|50850000:17999920:|
12718997|State of Washington West|6820  19th St|Tacoma|WA|98466|-122.52776|47.242568||91990402|91990402:|
12719126|State Government South|8217  Steilacoom Blvd|Lakewood|WA|98498|-122.546772|47.18066||91990402|91990402:|
12721195|Washington State|2606 W Pioneer |Puyallup|WA|98371|-122.330679|47.19013||86410300|86410300:91990402:|
12730051|Brown and Seelye Attorneys At Law|744  Fawcett Ave|Tacoma|WA|98402|-122.443997|47.255658||81119901|81119901:81110203:81119902:|
12736021|Steamer's Seafood Cafe|8802  6th Ave|Tacoma|WA|98465|-122.554016|47.246379||58129902|58129902:|
12740074|Steele Manor|621 S Steele St|Tacoma|WA|98405|-122.467708|47.254595||72999901|72999901:|
12740428|Steeler Inc|540 E 15th St|Tacoma|WA|98421|-122.425636|47.249523||52110300|52110300:52119900:|
12743626|Steilacoom Pub & Grill|1202  Rainier St|Steilacoom|WA|98388|-122.602322|47.169487||58120000|58120000:|
12743631|Steilacoom Historical Museum|1801  Rainier St|Steilacoom|WA|98388|-122.596723|47.172787||84129902|84129902:|
12743633|Steilacoom High School|54  Sentinel Dr|Steilacoom|WA|98388|-122.574521|47.179771||82110300|82110300:|
12743636|Steilacoomhistorical School District|511  Chambers St|Steilacoom|WA|98388|-122.597918|47.169372||82110300|82110300:|
12743637|Saltars Point Elementary School|908  3rd St|Steilacoom|WA|98388|-122.609521|47.163218||82110303|82110303:|
12743647|Steilacoom Tribal Cultural Center and Museum|1515  Lafayette St|Steilacoom|WA|98388|-122.599965|47.172369||84129902|84129902:91319901:|
12748161|Stellar Mart|7019  Steilacoom Blvd|Lakewood|WA|98499|-122.531639|47.177529||54110200|54110200:|
12764177|Sterlingjewelers Inc Repair Shop|2501 S 38th St|Tacoma|WA|98409|-122.470039|47.222625||59440000|59440000:|
12765002|Associated Insurance Brokers-Jay Stern|621  Pacific Ave|Tacoma|WA|98402|-122.439245|47.257585||64110000|64110000:|
12767909|Texaco|4002  Bridgeport Way|Tacoma|WA|98466|-122.537541|47.220568|221|55410000|55410000:|
12768915|Steven Christian Hair Salon|2312  A St|Tacoma|WA|98402|-122.434643|47.240657||72319901|72319901:|
12781996|Stewart Title|4002  Tacoma Mall Blvd|Tacoma|WA|98409|-122.467216|47.220391||63610000|63610000:65419901:|
12804769|Stonegate Apartments|7119  62nd Ave|Lakewood|WA|98499|-122.520307|47.193119||65130000|65130000:72999901:|
12806202|Stoneridge Apartments|10801  108th Ave|Lakewood|WA|98498|-122.580802|47.159792||65130000|65130000:72999901:|
12806408|Stoner William S|1832  11th Ave|Puyallup|WA|98371|-122.320135|47.200445||||
12811038|Stop In Grocery|3908  6th Ave|Tacoma|WA|98406|-122.489276|47.255158||54110000|54110000:|
12826209|The Strand Hair Salon|502  2nd Ave|Puyallup|WA|98372|-122.287431|47.192398||72310000|72310000:|
12855492|Studio 2 Hair Design|13920  Waller Rd|Tacoma|WA|98446|-122.394912|47.129692||72310000|72310000:|
12866115|Style Makers Hair Design|10828  Gravelly Lake Dr|Lakewood|WA|98499|-122.521146|47.158452||72310000|72310000:|
1286660|Ayothaya Thai Quisine|4102 S Meridian |Puyallup|WA|98373|-122.294865|47.153173||58120000|58120000:|
12868939|Stylish Hair|6402  Yakima Ave|Tacoma|WA|98408|-122.443596|47.198916||72319901|72319901:|
12869388|Steve R Styskal DDS|8404  83rd Ave|Lakewood|WA|98498|-122.547983|47.180769||80210101|80210101:|
12875640|Suburban Realty Inc|11302  Pacific Ave|Tacoma|WA|98444|-122.434651|47.153922||65310100|65310100:65310400:65310204:|
12876579|Subway|8638  Pacific Ave|Tacoma|WA|98444|-122.434749|47.177836|214|58120313|58120313:58129903:|
12876906|Subway|4916  Center St|Tacoma|WA|98409|-122.503297|47.233698|214|58120313|58120313:|
12879580|Subway|1407 E 72nd St|Tacoma|WA|98404|-122.409166|47.192873|214|58120313|58120313:54119902:|
12881599|Subway|11012  Canyon Rd|Puyallup|WA|98373|-122.358672|47.155763|214|58120313|58120313:|
12881627|Subway|13414  Meridian |Puyallup|WA|98373|-122.293835|47.134095|214|58120313|58120313:|
12882685|Subway|7701  Steilacoom Blvd|Lakewood|WA|98498|-122.539979|47.179589|214|58120313|58120313:|
12885497|Subway|124 N I St|Tacoma|WA|98403|-122.451685|47.26202|214|58120313|58120313:|
12885521|Subway|1112 S 11th St|Tacoma|WA|98405|-122.452013|47.251832|214|58120313|58120313:|
12885713|Subway|11120  Steele St|Lakewood|WA|98499|-122.46809|47.158924|214|58120313|58120313:|
12891333|Subway|8415 S Hosmer St|Tacoma|WA|98444|-122.463001|47.180909|214|58120313|58120313:|
12891568|Subway|16116  Meridian |Puyallup|WA|98375|-122.293599|47.109822|214|58120313|58120313:|
12891919|Subway|11457  Pacific Ave|Tacoma|WA|98444|-122.433767|47.152186|214|58120313|58120313:54119902:|
12891987|Subway|15109  Union Ave|Lakewood|WA|98498|-122.554125|47.12119|214|58120313|58120313:|
12896998|Sue's Hair Design|10601  Gravelly Lake Dr|Lakewood|WA|98499|-122.520185|47.160521||72310000|72310000:|
12914619|Summit Christian Center|2824  112th St|Tacoma|WA|98445|-122.389752|47.154295||86610121|86610121:|
12918740|Summit RV Repair|3119  84th St|Tacoma|WA|98446|-122.387124|47.181361||75389901|75389901:55619902:76991300:75399906:42269901:|
12919589|Summit United Methodist Church|5316  104th St|Tacoma|WA|98446|-122.357797|47.161079||86610120|86610120:|
12919668|Summit View Accounting Inc|11112  66th Ave|Puyallup|WA|98373|-122.341657|47.155038||87219901|87219901:72910101:|
12927143|Sun Luggage|11013  Pacific Hwy|Lakewood|WA|98499|-122.489857|47.15684||59489902|59489902:|
12927909|Sun Nails|6332  Pacific Ave|Tacoma|WA|98408|-122.434378|47.199428||72310104|72310104:|
12938764|Sundance Apartments|7427  Lakewood Dr|Lakewood|WA|98499|-122.508561|47.190188||65130000|65130000:72999901:|
12949556|Barber Shop Sunny's|10227  Bridgeport Way|Lakewood|WA|98499|-122.506667|47.164467||72410000|72410000:|
12952630|Sunrise Apartments|1429 E 46th St|Tacoma|WA|98404|-122.408575|47.215629||65130000|65130000:72999901:|
12953535|Sunrise Children's Center|12214  Shaw Rd|Puyallup|WA|98374|-122.258922|47.144976||83510000|83510000:|
12958438|Sun's Barber|6101  100th St|Lakewood|WA|98499|-122.518542|47.166997||72410000|72410000:|
12962794|Sunset Pacific General Constractor|9500  Front St|Lakewood|WA|98499|-122.473077|47.171029||15219901|15219901:65310204:|
12963374|Sunset Ridge Apartments|5918  Hannah Pierce Rd|University Place|WA|98467|-122.510612|47.20462||65130000|65130000:72999901:|
12964203|Sunset View Apartments|7713  44th St|Tacoma|WA|98466|-122.54016|47.217309||65130000|65130000:72999901:|
12964352|University Crossings Apartments|4510  76th Ave|Tacoma|WA|98466|-122.538266|47.21558||65310100|65310100:|
12973223|Sunworks|2113  26th Ave|Puyallup|WA|98374|-122.266122|47.166286||17110400|17110400:|
12988541|Coastwide Laboratories|2705  South Tacoma Way|Tacoma|WA|98409|-122.472548|47.230821||||
12997308|Superior Saw & Supply Inc|2712  Pacific Ave|Tacoma|WA|98402|-122.435289|47.236589||76992301|76992301:|
12998692|Superior Tan|8409  87th Ave|Lakewood|WA|98498|-122.552891|47.180279||72990105|72990105:|
13000163|Superk Barber Shop|14921  Union Ave|Lakewood|WA|98498|-122.552486|47.12218||72410000|72410000:|
13016991|Sushitama|3919  6th Ave|Tacoma|WA|98406|-122.490025|47.255545||58120000|58120000:|
13020339|Smiles By Sutherland|210  4th Ave|Puyallup|WA|98371|-122.295431|47.188458||80210105|80210105:80119904:|
1302381|B&D International|1711  Center St|Tacoma|WA|98409|-122.458741|47.234101||50319909|50319909:24350000:|
13029752|Swanlund Randal DDS|7120  40th St|Tacoma|WA|98466|-122.532559|47.220519||80210101|80210101:|
13030066|Swan's Candles|8933  Gravelly Lake Dr|Lakewood|WA|98499|-122.512111|47.174834||59991603|59991603:|
13030633|Swanson Donald R|10908  Gravelly Lake Dr|Lakewood|WA|98499|-122.520929|47.157577||80210000|80210000:|
13036585|David Sweet Inc|2005  70th Ave|Tacoma|WA|98466|-122.529215|47.241407||65310100|65310100:65120100:|
13051720|Syd's Shoe Repair|4605  Pacific Ave|Tacoma|WA|98408|-122.433532|47.214901||72510104|72510104:|
13053614|Sylvan Learning|2310  Mildred St|Tacoma|WA|98466|-122.527782|47.238528|217|82990200|82990200:|
13078593|T C Deli Mart|6701 S 12th St|Tacoma|WA|98465|-122.526804|47.250093||58120305|58120305:54110200:|
13084904|Tj's Pub|16701  Pacific Ave|Spanaway|WA|98387|-122.43442|47.104826||58130101|58130101:58130105:|
13087358|T M G Services Inc|3216 E Portland Ave|Tacoma|WA|98404|-122.409771|47.234109||50849902|50849902:|
13090428|T Nails|3832  Bridgeport Way|Tacoma|WA|98466|-122.537286|47.22282||72310104|72310104:|
13102522|Taco Bell|11304  Canyon Rd|Puyallup|WA|98373|-122.357408|47.153327|218|58120307|58120307:|
13103064|Taco Bell|2902  6th Ave|Tacoma|WA|98406|-122.47397|47.255009|218|58120307|58120307:|
13104592|Taco Bell|10611  Pacific Ave|Tacoma|WA|98444|-122.433672|47.160723|218|58120307|58120307:|
13104618|Taco Bell|15611  Pacific Ave|Tacoma|WA|98444|-122.434308|47.115456|218|58120307|58120307:|
13104620|Taco Bell|6729 S 19th St|Tacoma|WA|98466|-122.528463|47.243105|218|58120307|58120307:|
13104648|Taco Bell|2615 N Pearl St|Tacoma|WA|98407|-122.515268|47.27199|218|58120307|58120307:|
13104659|Taco Bell|2945 S 38th St|Tacoma|WA|98409|-122.474274|47.222611|218|58120307|58120307:|
13106898|Taco Del Mar|1908  Pacific Ave|Tacoma|WA|98402|-122.437103|47.244678|1554|58120112|58120112:|
1310754|B and M Auto Sales|9313 S Tacoma Way|Lakewood|WA|98499|-122.482697|47.172694||55119901|55119901:|
13108319|Tacotime|1115 E Main |Puyallup|WA|98372|-122.278745|47.192157|934|58120307|58120307:|
13108422|Taco Time|10507 S Tacoma Way|Lakewood|WA|98499|-122.4838|47.162078|934|58120307|58120307:|
